CustomerID,Invoice,StockCode,Description,Quantity,Price,InvoiceDate,Country,SourceFile,Worksheet,ExcelRow,RowID
17850,504881,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162157,Year 2009-2010:162157
17850,504881,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1.06,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162158,Year 2009-2010:162158
17850,504881,20727,LUNCH BAG  BLACK SKULL.,6,1.45,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162159,Year 2009-2010:162159
17850,504881,20725,LUNCH BAG RED SPOTTY,6,1.45,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162160,Year 2009-2010:162160
17850,504881,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2.55,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162161,Year 2009-2010:162161
17850,504881,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2.55,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162162,Year 2009-2010:162162
17850,504881,22276,WASH BAG VINTAGE ROSE PAISLEY,12,2.1,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162163,Year 2009-2010:162163
17850,504881,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,4,7.65,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162164,Year 2009-2010:162164
17850,504881,22558,CLOTHES PEGS RETROSPOT PACK 24,12,1.06,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162165,Year 2009-2010:162165
17850,504881,21155,RED SPOTTY PEG BAG,12,1.69,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162166,Year 2009-2010:162166
17850,504881,85162C,WHITE RETRODISC LAMPSHADE,4,1.95,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162167,Year 2009-2010:162167
17850,504881,84875D,BLUE SQUARE COMPACT MIRROR,12,1.25,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162168,Year 2009-2010:162168
17850,504881,84875B,GREEN SQUARE COMPACT MIRROR,12,1.25,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162169,Year 2009-2010:162169
17850,504881,84666,SQUARE CHERRY BLOSSOM CABINET,2,3.95,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162170,Year 2009-2010:162170
17850,504881,84664,CHERRY BLOSSOM BATHROOM CABINET,2,4.95,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162171,Year 2009-2010:162171
17850,504881,22382,LUNCH BAG SPACEBOY DESIGN,6,1.45,2010-04-18 13:00:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162172,Year 2009-2010:162172
17850,504887,84875D,BLUE SQUARE COMPACT MIRROR,12,1.25,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162317,Year 2009-2010:162317
17850,504887,84875B,GREEN SQUARE COMPACT MIRROR,12,1.25,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162318,Year 2009-2010:162318
17850,504887,84666,SQUARE CHERRY BLOSSOM CABINET,2,3.95,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162319,Year 2009-2010:162319
17850,504887,84664,CHERRY BLOSSOM BATHROOM CABINET,2,4.95,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162320,Year 2009-2010:162320
17850,504887,71053,WHITE METAL LANTERN,6,3.39,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162321,Year 2009-2010:162321
17850,504887,84406B,CREAM CUPID HEARTS COAT HANGER,6,2.75,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162322,Year 2009-2010:162322
17850,504887,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162323,Year 2009-2010:162323
17850,504887,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162324,Year 2009-2010:162324
17850,504887,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162325,Year 2009-2010:162325
17850,504887,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162326,Year 2009-2010:162326
17850,504887,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1.06,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162327,Year 2009-2010:162327
17850,504887,20727,LUNCH BAG  BLACK SKULL.,6,1.45,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162328,Year 2009-2010:162328
17850,504887,20725,LUNCH BAG RED SPOTTY,6,1.45,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162329,Year 2009-2010:162329
17850,504887,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2.55,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162330,Year 2009-2010:162330
17850,504887,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2.55,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162331,Year 2009-2010:162331
17850,504887,22276,WASH BAG VINTAGE ROSE PAISLEY,12,2.1,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162332,Year 2009-2010:162332
17850,504887,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,4,7.65,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162333,Year 2009-2010:162333
17850,504887,22558,CLOTHES PEGS RETROSPOT PACK 24,12,1.06,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162334,Year 2009-2010:162334
17850,504887,21155,RED SPOTTY PEG BAG,12,1.69,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162335,Year 2009-2010:162335
17850,504887,85162C,WHITE RETRODISC LAMPSHADE,4,1.95,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162336,Year 2009-2010:162336
17850,504887,22382,LUNCH BAG SPACEBOY DESIGN,6,1.45,2010-04-18 13:40:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162337,Year 2009-2010:162337
17850,504900,71053,WHITE METAL LANTERN,12,3.39,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162631,Year 2009-2010:162631
17850,504900,84406B,CREAM CUPID HEARTS COAT HANGER,6,2.75,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162632,Year 2009-2010:162632
17850,504900,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162633,Year 2009-2010:162633
17850,504900,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162634,Year 2009-2010:162634
17850,504900,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162635,Year 2009-2010:162635
17850,504900,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162636,Year 2009-2010:162636
17850,504900,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1.06,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162637,Year 2009-2010:162637
17850,504900,20727,LUNCH BAG  BLACK SKULL.,6,1.45,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162638,Year 2009-2010:162638
17850,504900,20725,LUNCH BAG RED SPOTTY,6,1.45,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162639,Year 2009-2010:162639
17850,504900,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2.55,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162640,Year 2009-2010:162640
17850,504900,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2.55,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162641,Year 2009-2010:162641
17850,504900,22276,WASH BAG VINTAGE ROSE PAISLEY,12,2.1,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162642,Year 2009-2010:162642
17850,504900,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,6,7.65,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162643,Year 2009-2010:162643
17850,504900,22558,CLOTHES PEGS RETROSPOT PACK 24,24,1.06,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162644,Year 2009-2010:162644
17850,504900,21155,RED SPOTTY PEG BAG,12,1.69,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162645,Year 2009-2010:162645
17850,504900,85162C,WHITE RETRODISC LAMPSHADE,6,1.95,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162646,Year 2009-2010:162646
17850,504900,84875D,BLUE SQUARE COMPACT MIRROR,12,1.25,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162647,Year 2009-2010:162647
17850,504900,84875B,GREEN SQUARE COMPACT MIRROR,12,1.25,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162648,Year 2009-2010:162648
17850,504900,84666,SQUARE CHERRY BLOSSOM CABINET,4,3.95,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162649,Year 2009-2010:162649
17850,504900,84664,CHERRY BLOSSOM BATHROOM CABINET,4,4.95,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162650,Year 2009-2010:162650
17850,504900,22382,LUNCH BAG SPACEBOY DESIGN,6,1.45,2010-04-18 15:12:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162651,Year 2009-2010:162651
17850,504906,71053,WHITE METAL LANTERN,12,3.39,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162898,Year 2009-2010:162898
17850,504906,84406B,CREAM CUPID HEARTS COAT HANGER,12,2.75,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162899,Year 2009-2010:162899
17850,504906,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162900,Year 2009-2010:162900
17850,504906,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162901,Year 2009-2010:162901
17850,504906,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162902,Year 2009-2010:162902
17850,504906,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162903,Year 2009-2010:162903
17850,504906,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1.06,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162904,Year 2009-2010:162904
17850,504906,20727,LUNCH BAG  BLACK SKULL.,12,1.45,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162905,Year 2009-2010:162905
17850,504906,20725,LUNCH BAG RED SPOTTY,6,1.45,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162906,Year 2009-2010:162906
17850,504906,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2.55,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162907,Year 2009-2010:162907
17850,504906,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2.55,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162908,Year 2009-2010:162908
17850,504906,22276,WASH BAG VINTAGE ROSE PAISLEY,12,2.1,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162909,Year 2009-2010:162909
17850,504906,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,6,7.65,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162910,Year 2009-2010:162910
17850,504906,22558,CLOTHES PEGS RETROSPOT PACK 24,24,1.06,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162911,Year 2009-2010:162911
17850,504906,21155,RED SPOTTY PEG BAG,12,1.69,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162912,Year 2009-2010:162912
17850,504906,85162C,WHITE RETRODISC LAMPSHADE,6,1.95,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162913,Year 2009-2010:162913
17850,504906,84875D,BLUE SQUARE COMPACT MIRROR,12,1.25,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162914,Year 2009-2010:162914
17850,504906,84875B,GREEN SQUARE COMPACT MIRROR,12,1.25,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162915,Year 2009-2010:162915
17850,504906,84666,SQUARE CHERRY BLOSSOM CABINET,4,3.95,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162916,Year 2009-2010:162916
17850,504906,84664,CHERRY BLOSSOM BATHROOM CABINET,4,4.95,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162917,Year 2009-2010:162917
17850,504906,22382,LUNCH BAG SPACEBOY DESIGN,12,1.45,2010-04-19 07:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162918,Year 2009-2010:162918
17850,504907,71053,WHITE METAL LANTERN,12,3.39,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162919,Year 2009-2010:162919
17850,504907,84406B,CREAM CUPID HEARTS COAT HANGER,12,2.75,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162920,Year 2009-2010:162920
17850,504907,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162921,Year 2009-2010:162921
17850,504907,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162922,Year 2009-2010:162922
17850,504907,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162923,Year 2009-2010:162923
17850,504907,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162924,Year 2009-2010:162924
17850,504907,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1.06,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162925,Year 2009-2010:162925
17850,504907,20727,LUNCH BAG  BLACK SKULL.,12,1.45,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162926,Year 2009-2010:162926
17850,504907,20725,LUNCH BAG RED SPOTTY,6,1.45,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162927,Year 2009-2010:162927
17850,504907,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2.55,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162928,Year 2009-2010:162928
17850,504907,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2.55,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162929,Year 2009-2010:162929
17850,504907,22276,WASH BAG VINTAGE ROSE PAISLEY,12,2.1,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162930,Year 2009-2010:162930
17850,504907,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,6,7.65,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162931,Year 2009-2010:162931
17850,504907,22558,CLOTHES PEGS RETROSPOT PACK 24,24,1.06,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162932,Year 2009-2010:162932
17850,504907,21155,RED SPOTTY PEG BAG,12,1.69,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162933,Year 2009-2010:162933
17850,504907,85162C,WHITE RETRODISC LAMPSHADE,6,1.95,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162934,Year 2009-2010:162934
17850,504907,84875D,BLUE SQUARE COMPACT MIRROR,12,1.25,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162935,Year 2009-2010:162935
17850,504907,84875B,GREEN SQUARE COMPACT MIRROR,12,1.25,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162936,Year 2009-2010:162936
17850,504907,84666,SQUARE CHERRY BLOSSOM CABINET,4,3.95,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162937,Year 2009-2010:162937
17850,504907,84664,CHERRY BLOSSOM BATHROOM CABINET,4,4.95,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162938,Year 2009-2010:162938
17850,504907,22382,LUNCH BAG SPACEBOY DESIGN,12,1.45,2010-04-19 08:19:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162939,Year 2009-2010:162939
17850,504910,71053,WHITE METAL LANTERN,12,3.39,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162980,Year 2009-2010:162980
17850,504910,84406B,CREAM CUPID HEARTS COAT HANGER,12,2.75,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162981,Year 2009-2010:162981
17850,504910,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.55,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162982,Year 2009-2010:162982
17850,504910,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.1,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162983,Year 2009-2010:162983
17850,504910,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,4.95,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162984,Year 2009-2010:162984
17850,504910,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,6.95,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162985,Year 2009-2010:162985
17850,504910,22251,BIRDHOUSE DECORATION MAGIC GARDEN,24,1.06,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162986,Year 2009-2010:162986
17850,504910,20727,LUNCH BAG  BLACK SKULL.,12,1.45,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162987,Year 2009-2010:162987
17850,504910,20725,LUNCH BAG RED SPOTTY,12,1.45,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162988,Year 2009-2010:162988
17850,504910,22382,LUNCH BAG SPACEBOY DESIGN,12,1.45,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162989,Year 2009-2010:162989
17850,504910,21932,SCANDINAVIAN PAISLEY PICNIC BAG,12,2.55,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162990,Year 2009-2010:162990
17850,504910,21933,PINK VINTAGE PAISLEY PICNIC BAG,12,2.55,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162991,Year 2009-2010:162991
17850,504910,22276,WASH BAG VINTAGE ROSE PAISLEY,24,2.1,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162992,Year 2009-2010:162992
17850,504910,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,6,7.65,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162993,Year 2009-2010:162993
17850,504910,22558,CLOTHES PEGS RETROSPOT PACK 24,24,1.06,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162994,Year 2009-2010:162994
17850,504910,21155,RED SPOTTY PEG BAG,12,1.69,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162995,Year 2009-2010:162995
17850,504910,85162C,WHITE RETRODISC LAMPSHADE,12,1.95,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162996,Year 2009-2010:162996
17850,504910,84875D,BLUE SQUARE COMPACT MIRROR,24,1.25,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162997,Year 2009-2010:162997
17850,504910,84875B,GREEN SQUARE COMPACT MIRROR,24,1.25,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162998,Year 2009-2010:162998
17850,504910,84666,SQUARE CHERRY BLOSSOM CABINET,6,3.95,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,162999,Year 2009-2010:162999
17850,504910,84664,CHERRY BLOSSOM BATHROOM CABINET,6,4.95,2010-04-19 09:35:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,163000,Year 2009-2010:163000
17850,504934,71053,WHITE METAL LANTERN,12,3.39,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164571,Year 2009-2010:164571
17850,504934,84406B,CREAM CUPID HEARTS COAT HANGER,6,2.75,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164572,Year 2009-2010:164572
17850,504934,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164573,Year 2009-2010:164573
17850,504934,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164574,Year 2009-2010:164574
17850,504934,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1.06,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164575,Year 2009-2010:164575
17850,504934,20727,LUNCH BAG  BLACK SKULL.,6,1.45,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164576,Year 2009-2010:164576
17850,504934,20725,LUNCH BAG RED SPOTTY,6,1.45,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164577,Year 2009-2010:164577
17850,504934,22382,LUNCH BAG SPACEBOY DESIGN,6,1.45,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164578,Year 2009-2010:164578
17850,504934,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2.55,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164579,Year 2009-2010:164579
17850,504934,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2.55,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164580,Year 2009-2010:164580
17850,504934,22276,WASH BAG VINTAGE ROSE PAISLEY,12,2.1,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164581,Year 2009-2010:164581
17850,504934,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,4,7.65,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164582,Year 2009-2010:164582
17850,504934,22558,CLOTHES PEGS RETROSPOT PACK 24,24,1.06,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164583,Year 2009-2010:164583
17850,504934,21155,RED SPOTTY PEG BAG,12,1.69,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164584,Year 2009-2010:164584
17850,504934,85162C,WHITE RETRODISC LAMPSHADE,6,1.95,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164585,Year 2009-2010:164585
17850,504934,84875D,BLUE SQUARE COMPACT MIRROR,12,1.25,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164586,Year 2009-2010:164586
17850,504934,84875B,GREEN SQUARE COMPACT MIRROR,12,1.25,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164587,Year 2009-2010:164587
17850,504934,84666,SQUARE CHERRY BLOSSOM CABINET,3,3.95,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164588,Year 2009-2010:164588
17850,504934,84664,CHERRY BLOSSOM BATHROOM CABINET,3,4.95,2010-04-19 11:15:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,164589,Year 2009-2010:164589
17850,505001,71053,WHITE METAL LANTERN,6,3.39,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165037,Year 2009-2010:165037
17850,505001,84406B,CREAM CUPID HEARTS COAT HANGER,6,2.75,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165038,Year 2009-2010:165038
17850,505001,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165039,Year 2009-2010:165039
17850,505001,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165040,Year 2009-2010:165040
17850,505001,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1.06,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165041,Year 2009-2010:165041
17850,505001,20727,LUNCH BAG  BLACK SKULL.,6,1.45,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165042,Year 2009-2010:165042
17850,505001,20725,LUNCH BAG RED SPOTTY,6,1.45,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165043,Year 2009-2010:165043
17850,505001,22382,LUNCH BAG SPACEBOY DESIGN,6,1.45,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165044,Year 2009-2010:165044
17850,505001,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2.55,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165045,Year 2009-2010:165045
17850,505001,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2.55,2010-04-19 12:38:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,165046,Year 2009-2010:165046
